,enrollment_id,username,course_id,no_of_objects12,bno_access12,bno_pageclose12,bno_problem12,bno_video12,bno_discussion12,bno_navigate12,bno_wiki12,bno_total12,bno_avg12,no_of_active_days12,time_consumption12,browser_access12,browser_pageclose12,browser_problem12,browser_video12,server_access12,server_discussion12,server_problem12,server_navigate12,server_wiki12,bno_browser12,bno_server12,label
10,141,CB4JYroUtmiKv572P6g4vrvJCi6Pzr9h,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,33,54,21,48,12,2,13,0,150,21.428571428571427,1,0.0,32,21,42,12,22,2,6,13,0,107,43,1
11,192,hCxbmPBmjgsEuMY36HnZH4x3BwWFnCUn,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,41,67,23,24,23,0,23,0,160,22.857142857142858,7,0.0,44,23,21,23,23,0,3,23,0,111,49,0
12,199,OEQBiRbbo3yEBzKSHcNX9ESBTSUy08ze,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,68,137,42,121,28,129,29,4,490,70.0,3,0.0,90,42,102,28,47,129,19,29,4,262,228,0
13,219,088SASUPOVYUGhoEly8vlrkGvRBJoNwp,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,61,513,167,159,17,250,103,13,1222,174.57142857142858,11,0.0,252,167,138,17,261,250,21,103,13,574,648,0
14,248,BTWrAWjg41jpM1wlPsS1mmQbZAFIvx2o,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,2,0,0,0,0,0,4,0,4,0.5714285714285714,1,0.0,0,0,0,0,0,0,0,4,0,0,4,1
15,255,O6WL6sxvoPCZnvTLyTPxdXbnpOz3wcJ4,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,21,46,17,10,8,0,7,0,88,12.571428571428571,2,0.0,8,17,9,8,38,0,1,7,0,42,46,0
16,284,L9qMLlGWAeAI6zWAZIyJtn0wISNa3dxg,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,97,116,37,6,55,240,53,0,507,72.42857142857143,13,0.0,45,37,5,55,71,240,1,53,0,142,365,0
17,320,2zijdtZPcsrYvyvmgApN5PnCXULBsIBX,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
18,373,XUkSDdNHWcdano4aRGWpLSTI2IF8D1IH,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,48,139,55,68,3,50,32,3,350,50.0,6,0.0,37,55,59,3,102,50,9,32,3,154,196,0
19,433,PEDnL2c66c2DN92O9BTVM9D6p19gGbT6,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,33,64,27,30,15,5,14,1,156,22.285714285714285,8,0.0,33,27,27,15,31,5,3,14,1,102,54,0
20,493,xNkIHhqS8GZXIqyoWwwS3ZeYfSmUsNJo,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,35,70,19,54,19,0,3,0,165,23.571428571428573,4,0.0,26,19,44,19,44,0,10,3,0,108,57,0
21,555,tiLrccMjeOBHHBLooSoPfc0IKYtAsyXK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,2,0,0,0,0,0,3,0,3,0.42857142857142855,2,0.0,0,0,0,0,0,0,0,3,0,0,3,1
22,630,BbZEGv8zMCuD8c0LXrenf9W1lGSlVd04,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,10,39,5,0,0,0,9,0,53,7.571428571428571,1,0.0,0,5,0,0,39,0,0,9,0,5,48,1
23,777,bLIF0ETNcg7fjkutu8YBWJptM3zxtu2Z,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,38,68,33,49,30,7,26,0,213,30.428571428571427,7,0.0,31,33,44,30,37,7,5,26,0,138,75,0
24,780,anqtRE1JbVfWjk9aVYgpNXBcTCoFe9WO,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,43,97,39,82,20,5,23,1,267,38.142857142857146,7,0.0,31,39,71,20,66,5,11,23,1,161,106,1
25,796,6gLqDWyaI2NtlxSWPzL6286Swi1mEUeL,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
26,833,TOPojNiMH24da1PoGtHTHtr3v40hc02S,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,10,7,0,19,0,0,6,0,32,4.571428571428571,1,0.0,3,0,16,0,4,0,3,6,0,19,13,1
27,845,bY5BU72AucM53Ivc1aSf6rn9i7DKfcQZ,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
28,884,c3CVim2QZeSVk1wACFUHDmf9ZjEIwtuP,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,32,46,17,54,9,0,7,0,133,19.0,1,0.0,29,17,47,9,17,0,7,7,0,102,31,0
29,936,Z4uUjFPFbGNbmcg4E2opeBQCoO0nQyZe,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,19,68,31,0,6,5,17,0,127,18.142857142857142,7,0.0,21,31,0,6,47,5,0,17,0,58,69,1
30,937,uQjl8NGtIQkRfoe9edBiMgtYYmdkzVXR,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,34,81,26,62,11,6,9,0,195,27.857142857142858,7,0.0,32,26,53,11,49,6,9,9,0,122,73,0
31,956,SIuVkNKTY2J1cPfs6wUSNXAjh8XyxgwI,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
32,966,uVv1ioGVvP0A5CGQgSQhVTbH75lJRG4O,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,8,11,1,0,2,2,8,1,25,3.5714285714285716,4,0.0,2,1,0,2,9,2,0,8,1,5,20,1
33,991,HvUs11HJgqndKBOynrg9yliToxZs6PoS,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,20,26,12,0,10,0,3,0,51,7.285714285714286,1,0.0,6,12,0,10,20,0,0,3,0,28,23,0
34,999,sGrMSEzmd0nQ8tazrPYbRhLOuMlMN34w,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,5,4,2,0,0,0,5,0,11,1.5714285714285714,1,0.0,1,2,0,0,3,0,0,5,0,3,8,1
35,1030,uDdfaOyae5qLVYC8BQlj5xLhiV3is9wS,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,65,215,109,7,74,251,34,1,691,98.71428571428571,10,0.0,89,109,5,74,126,251,2,34,1,277,414,0
36,1052,db3m19q36pgCYtTdKoL3kV4Ubidysmpw,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
37,1090,9ct6Fth9rRpjZJrFIHs9xOnW9W5hBHw6,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,28,53,20,75,4,3,7,0,162,23.142857142857142,2,0.0,27,20,66,4,26,3,9,7,0,117,45,1
38,1134,Q3zkClKdiEJIkoKspwBuSNOwYXuxalAX,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,33,48,16,16,11,6,16,0,113,16.142857142857142,4,0.0,22,16,16,11,26,6,0,16,0,65,48,1
39,1147,gCxbOVEJ7FeSqOiwKbB6HzPEL3I9x6ca,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,69,113,48,127,22,48,18,1,377,53.857142857142854,5,0.0,53,48,103,22,60,48,24,18,1,226,151,0
40,1206,ymJGsoe3Y9XwSfD9UhxMG8gRl87RdPUe,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,35,65,26,40,16,1,7,0,155,22.142857142857142,5,0.0,28,26,34,16,37,1,6,7,0,104,51,1
41,1223,o7MfiO1X5Ui1AYG08PXFhTcXSShcuNhK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,27,19,14,32,12,0,6,0,83,11.857142857142858,3,0.0,3,14,28,12,16,0,4,6,0,57,26,0
42,1227,RuOAeaUVW53IP9AqfP0jxaXbNkmd7lKN,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,22,25,1,24,3,0,7,0,60,8.571428571428571,3,0.0,16,1,22,3,9,0,2,7,0,42,18,0
43,1252,mZIaM3Lmux7GERtSm258BKPOSUYFlwyy,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,51,130,16,91,19,24,18,0,298,42.57142857142857,9,0.0,58,16,78,19,72,24,13,18,0,171,127,0
44,1255,jB9rh6QoUWlta1KDWb4mdWzYIut8deHu,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,6,3,1,0,1,0,2,0,7,1.0,1,0.0,0,1,0,1,3,0,0,2,0,2,5,1
45,1260,beV03mdN2n7VoZwDqBMCKGETqOChXWUx,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,50,267,85,73,37,64,29,1,556,79.42857142857143,5,0.0,86,85,68,37,181,64,5,29,1,276,280,0
46,1269,RSJQ68OFisJaYDiRNDqeLSdLFyonAIP1,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,4,3,1,0,0,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,0,3,0,0,2,0,1,5,1
47,1289,zlsPhArkUaQ0CCdgZTO1797WJjiciHBk,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,55,147,51,75,41,50,19,0,383,54.714285714285715,8,0.0,52,51,65,41,95,50,10,19,0,209,174,0
48,1315,kNG9cn23NW62SZcqQSqyW9wMtO0GajdN,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,20,24,8,36,11,2,1,0,82,11.714285714285714,2,0.0,14,8,33,11,10,2,3,1,0,66,16,0
49,1345,eyksoE4AUoKYBpwx782vtNzuK4dwKRY9,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,10,15,4,0,2,1,6,1,29,4.142857142857143,1,0.0,9,4,0,2,6,1,0,6,1,15,14,1
50,1381,8W0dKFntzVy5gs8nAvO6lyUGOY4SLHwO,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,4,2,0,0,0,0,2,0,4,0.5714285714285714,1,0.0,0,0,0,0,2,0,0,2,0,0,4,1
51,1429,YbP52dGau1RB8H6599HdGbUKOVHWxxw1,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,39,77,31,31,21,13,5,0,178,25.428571428571427,2,0.0,33,31,31,21,44,13,0,5,0,116,62,0
52,1450,q88579uTDrz7tsNTbZoL3mbWXAP4ClqK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,33,112,43,42,21,26,27,8,279,39.857142857142854,7,0.0,56,43,36,21,56,26,6,27,8,156,123,0
53,1472,Qc7qhDYnMQ0se5itn8lyxOFjZ1zzyfhE,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,33,80,23,62,15,9,19,1,209,29.857142857142858,3,0.0,27,23,51,15,53,9,11,19,1,116,93,0
54,1491,lCyf3TRKW0i3K1mBgKz23OONMdCWqNsI,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,37,133,8,92,10,36,53,8,340,48.57142857142857,6,0.0,79,8,78,10,54,36,14,53,8,175,165,0
55,1502,1rAHmNrxrqnzHEQFMlydmQ968LsZW0oG,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,28,60,19,29,7,4,4,0,123,17.571428571428573,2,0.0,37,19,27,7,23,4,2,4,0,90,33,0
56,1529,DT600yQDJaU6nnkoEQdVx5gZnWz5FfNY,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,47,211,3,112,12,10,32,1,381,54.42857142857143,4,0.0,75,3,97,12,136,10,15,32,1,187,194,0
57,1541,Ydg0lHV8igjCQUoXTu9LI2axWzXgXWvH,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,5,2,1,0,0,0,3,0,6,0.8571428571428571,1,0.0,0,1,0,0,2,0,0,3,0,1,5,1
58,1576,d9rEzZ3v1PmiMyudpVDJ4ystf1RU9dCH,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,16,30,6,8,2,1,20,2,69,9.857142857142858,5,0.0,8,6,7,2,22,1,1,20,2,23,46,1
59,1593,rLQXRKLwDTvBugA3fH8VUxASy31pAAsE,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,65,242,78,152,37,76,16,5,606,86.57142857142857,9,0.0,145,78,126,37,97,76,26,16,5,386,220,1
60,1594,argwyep7vMTLtgODtMQ0gxLXJNoq9csR,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,35,92,17,59,9,0,14,0,191,27.285714285714285,7,0.0,37,17,50,9,55,0,9,14,0,113,78,1
61,1616,Bi4hHmeTLwTbUCScu9tC6ZZN7frLUhVP,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,7,4,2,0,2,0,4,0,12,1.7142857142857142,2,0.0,0,2,0,2,4,0,0,4,0,4,8,0
62,1630,BN8wlDCfm46NLUt2P4jjdpJvase6IJc9,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,46,146,40,56,18,20,21,0,301,43.0,7,0.0,69,40,53,18,77,20,3,21,0,180,121,1
63,1651,iR2FNNwwVPECfrAWwxLxHcw8art5BqJj,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,28,22,9,38,11,0,2,0,82,11.714285714285714,1,0.0,10,9,36,11,12,0,2,2,0,66,16,0
64,1685,rAPaguNT0tnoFK76JileqLEbVcmAD9at,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
65,1697,LdIFMEp4Gma3xMuOQ2mpp1BJ3jFvB9c2,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,34,62,18,50,12,3,5,0,150,21.428571428571427,4,0.0,27,18,40,12,35,3,10,5,0,97,53,0
66,1708,PVIjAE0m0OeJAYOHc5gIjzktRijtXdS4,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,20,21,8,29,10,0,2,0,70,10.0,1,0.0,11,8,24,10,10,0,5,2,0,53,17,1
67,1724,yXGb0Kuxvr3gyMDMjDKW3Llv1qZCYjSd,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
68,1728,B6EpScn9lSCPa3RR6ElGV7QvO5jse6Q3,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
69,1755,qLrXKwo0jPQz47eKqKRnMiywjqEMxYd1,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,0
70,1756,wc32nzp9MMjroUa1gifXyCPIfYwLXy9J,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,36,58,25,39,18,10,28,2,180,25.714285714285715,8,0.0,22,25,34,18,36,10,5,28,2,99,81,1
71,1788,ZsmdkNcVTPviDi6RDTzc0nnIspFki9Ld,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,17,20,5,14,4,0,5,0,48,6.857142857142857,3,0.0,12,5,13,4,8,0,1,5,0,34,14,0
72,1801,wy2vY5aiYwg0C5zglGAXrG2vaWLSbGC9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,3,2,0,2,0,2,0,9,1.2857142857142858,1,0.0,0,2,0,2,3,0,0,2,0,4,5,1
73,1803,MlHPKmdi90dDdvX24jYoFlYEp8xS4RGn,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,4,0,0,0,0,0,4,0,4,0.5714285714285714,1,0.0,0,0,0,0,0,0,0,4,0,0,4,1
74,1804,qRMvc4T53dkwmyfrgm76E5HygPUZo2vr,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,44,134,57,31,27,141,47,5,442,63.142857142857146,12,0.0,40,57,26,27,94,141,5,47,5,150,292,0
75,1807,tvXgoUvFgvHT9SyDah6Ue0bK2mvIbZdy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,44,135,85,53,38,88,26,0,425,60.714285714285715,6,0.0,37,85,40,38,98,88,13,26,0,200,225,0
76,1811,466PN9Ek5iJamUCk5pZUwazAoeVcTj9e,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,11,6,0,4,0,4,0,25,3.5714285714285716,2,0.0,2,6,0,4,9,0,0,4,0,12,13,1
77,1815,EZXku3HiM8iDGMBMsO2RMLHj3AEpHhBq,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,20,3,0,3,0,2,0,28,4.0,2,0.0,3,3,0,3,17,0,0,2,0,9,19,0
78,1817,bXMaalfz1ZqHKnJWw6VXCAoemSeuw45Q,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,0
79,1818,pIBqJuNsqTHvkyItKwWF6wLVRjCC6EZu,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,34,17,0,9,5,23,0,88,12.571428571428571,2,0.0,7,17,0,9,27,5,0,23,0,33,55,1
80,1821,dovSPYooNHmzLLH97Ddy4FG7Uxhw5XJl,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,4,2,0,1,0,1,0,8,1.1428571428571428,1,0.0,0,2,0,1,4,0,0,1,0,3,5,1
81,1822,v1Dw0XqubI6wLrO1l5puralkQ2Aofi2j,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,44,117,48,50,33,174,48,13,483,69.0,10,0.0,45,48,37,33,72,174,13,48,13,163,320,0
82,1826,5BwluL2iwK0HgKhM8FgXFAWZQHsXkB8V,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,41,70,15,27,17,39,25,3,196,28.0,6,0.0,23,15,26,17,47,39,1,25,3,81,115,0
83,1827,tfcv93vJo2GySad9H44VOkIGpLaZ6vJT,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,17,31,14,15,8,7,9,0,84,12.0,2,0.0,12,14,11,8,19,7,4,9,0,45,39,0
84,1830,dtAiYXul2PNEQLlJvo6qGgg8Rx9ORbY3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,2,1,0,1,1,7,1,13,1.8571428571428572,1,0.0,0,1,0,1,2,1,0,7,1,2,11,1
85,1832,IIfD9UPHJEG512IBEQGZwkZbr6HRQ12X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,2,2,0,2,6,12,0,24,3.4285714285714284,2,0.0,0,2,0,2,2,6,0,12,0,4,20,1
86,1844,FSrU0Uh74oBwrZKS577R74m2Rk2Lst8A,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,11,9,0,7,0,9,0,36,5.142857142857143,1,0.0,0,9,0,7,11,0,0,9,0,16,20,1
87,1845,oaoj9be4jW2Hot8wYgYrzLRvB0RU4KYy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,14,5,0,1,0,5,0,25,3.5714285714285716,5,0.0,0,5,0,1,14,0,0,5,0,6,19,0
88,1852,srnnzUkIJr2Uisav8LfnV4SnpbNw9CLp,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,10,5,0,3,1,4,0,23,3.2857142857142856,1,0.0,3,5,0,3,7,1,0,4,0,11,12,1
89,1856,ScOtpH9Zf7UmvFfXBxi9XtXFmhGO9CpS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,45,95,46,37,30,115,52,4,379,54.142857142857146,11,0.0,22,46,34,30,73,115,3,52,4,132,247,0
90,1859,renLevNnf6MkkqeGAoBcuGxp4Cuebb9X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,65,36,13,15,66,70,12,277,39.57142857142857,6,0.0,6,36,10,15,59,66,3,70,12,67,210,0
91,1861,wHW6M4zJx3WQvnkWxa8NK7bA13uSffjE,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,45,204,116,47,56,77,33,5,538,76.85714285714286,9,0.0,55,116,37,56,149,77,10,33,5,264,274,0
92,1862,w85QVmINOIyrXRzegh8uuBeGTw3K4uG8,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,27,61,27,8,18,33,14,2,163,23.285714285714285,5,0.0,24,27,8,18,37,33,0,14,2,77,86,0
93,1863,2HxHgYZUxjcTVAkRZXALZPpAKp12AIkW,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,29,66,23,13,22,35,28,4,191,27.285714285714285,6,0.0,16,23,9,22,50,35,4,28,4,70,121,1
94,1875,NmOI6yuIgn0ShW8ps51AeOISH4CX20PY,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,3,0,3,0.42857142857142855,1,0.0,0,0,0,0,0,0,0,3,0,0,3,1
95,1878,0UPVw8ecIiIpfGXqAIUJXTbKxiiOJqXC,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,17,8,4,6,4,3,0,42,6.0,2,0.0,2,8,3,6,15,4,1,3,0,19,23,1
96,1880,DSWjfYVjIvEWi0MzNQ04NT3mnhbcHkJI,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,18,9,8,0,7,0,2,0,26,3.7142857142857144,1,0.0,0,8,0,7,9,0,0,2,0,15,11,0
97,1888,lbgTV2YMskSv2TX4EXpaazpMVWfsftEV,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,14,9,0,4,0,8,0,35,5.0,1,0.0,0,9,0,4,14,0,0,8,0,13,22,0
98,1891,s6iksgptFmyh2vfiarKdJkiKnp6RLi3f,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,22,50,17,0,8,138,20,1,234,33.42857142857143,7,0.0,3,17,0,8,47,138,0,20,1,28,206,0
99,1894,Vc4rFh1HQZiO6qLgOrealEeiZYYPbmOY,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,43,83,38,54,17,44,14,0,250,35.714285714285715,8,0.0,13,38,45,17,70,44,9,14,0,113,137,0
100,1899,CXDFvBGg10x2RDdl5BC09Fv76dN9FJm7,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,44,83,24,50,19,19,13,0,208,29.714285714285715,4,0.0,28,24,48,19,55,19,2,13,0,119,89,0
101,1903,TkQQvYTOoXkFjbJKIO2v3OeQa3imG4fA,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,46,100,39,23,35,96,35,2,330,47.142857142857146,7,0.0,52,39,20,35,48,96,3,35,2,146,184,0
102,1910,CtgLRd04Cnda49EWlN19NulXjkuBNDXd,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,42,50,19,32,18,31,4,0,154,22.0,3,0.0,21,19,28,18,29,31,4,4,0,86,68,0
103,1922,ddq0oVEKEWGKWnbGS4cfbzVZj0yFimxw,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,28,23,19,10,15,0,5,0,72,10.285714285714286,2,0.0,2,19,7,15,21,0,3,5,0,43,29,0
104,1923,UgNr6maIjrTPAjpLAvEGxJ6P02hrpr0j,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,44,126,48,45,32,17,28,1,297,42.42857142857143,11,0.0,29,48,42,32,97,17,3,28,1,151,146,0
105,1926,5ZyvCd3AP7a8azCiLN5JfLAP53iZpAyD,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
106,1929,v9mjKPlqj9n2M1xFKzFtpQVo3yi6HxGV,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,3,2,0,1,0,2,0,8,1.1428571428571428,1,0.0,0,2,0,1,3,0,0,2,0,3,5,1
107,1931,gUUf0vmNg6gEFqYol91VXQX0Cn6Mly3v,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,46,155,104,26,62,60,6,0,413,59.0,11,0.0,32,104,23,62,123,60,3,6,0,221,192,0
108,1933,mNLR1O6gqXF6Zqi4uIf130gITni9gN1A,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,44,95,55,17,28,18,24,2,239,34.142857142857146,10,0.0,15,55,17,28,80,18,0,24,2,115,124,0
109,1936,YLLq9nLffaF9TP2dJ2OpMZwhKv5cSnoB,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,13,16,7,2,6,2,1,0,34,4.857142857142857,1,0.0,5,7,2,6,11,2,0,1,0,20,14,1
