,enrollment_id,username,course_id,no_of_objects1,bno_access1,bno_pageclose1,bno_problem1,bno_video1,bno_discussion1,bno_navigate1,bno_wiki1,bno_total1,bno_avg1,no_of_active_days1,time_consumption1,browser_access1,browser_pageclose1,browser_problem1,browser_video1,server_access1,server_discussion1,server_problem1,server_navigate1,server_wiki1,bno_browser1,bno_server1,label
24,1223,o7MfiO1X5Ui1AYG08PXFhTcXSShcuNhK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,5,2,1,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,1,2,0,0,2,0,2,4,0
25,1227,RuOAeaUVW53IP9AqfP0jxaXbNkmd7lKN,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,0
26,1252,mZIaM3Lmux7GERtSm258BKPOSUYFlwyy,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,24,69,1,50,4,24,11,0,159,22.714285714285715,4,0.0,36,1,42,4,33,24,8,11,0,83,76,0
27,1260,beV03mdN2n7VoZwDqBMCKGETqOChXWUx,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,35,208,71,67,22,59,25,1,453,64.71428571428571,3,0.0,69,71,62,22,139,59,5,25,1,224,229,0
28,1289,zlsPhArkUaQ0CCdgZTO1797WJjiciHBk,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,31,59,26,55,14,42,14,0,210,30.0,5,0.0,25,26,47,14,34,42,8,14,0,112,98,0
29,1450,q88579uTDrz7tsNTbZoL3mbWXAP4ClqK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,23,58,23,4,17,12,17,2,133,19.0,4,0.0,27,23,3,17,31,12,1,17,2,70,63,0
30,1491,lCyf3TRKW0i3K1mBgKz23OONMdCWqNsI,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,31,109,7,88,8,36,48,8,304,43.42857142857143,5,0.0,64,7,75,8,45,36,13,48,8,154,150,0
31,1529,DT600yQDJaU6nnkoEQdVx5gZnWz5FfNY,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,26,104,1,72,3,8,21,1,210,30.0,2,0.0,29,1,62,3,75,8,10,21,1,95,115,0
32,1576,d9rEzZ3v1PmiMyudpVDJ4ystf1RU9dCH,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,16,28,5,8,2,1,18,2,64,9.142857142857142,4,0.0,8,5,7,2,20,1,1,18,2,22,42,1
33,1593,rLQXRKLwDTvBugA3fH8VUxASy31pAAsE,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,32,112,41,68,21,55,11,5,313,44.714285714285715,5,0.0,61,41,59,21,51,55,9,11,5,182,131,1
34,1594,argwyep7vMTLtgODtMQ0gxLXJNoq9csR,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,17,25,6,17,4,0,4,0,56,8.0,3,0.0,6,6,15,4,19,0,2,4,0,31,25,1
35,1616,Bi4hHmeTLwTbUCScu9tC6ZZN7frLUhVP,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,2,0,0,0,0,0,3,0,3,0.42857142857142855,1,0.0,0,0,0,0,0,0,0,3,0,0,3,0
36,1630,BN8wlDCfm46NLUt2P4jjdpJvase6IJc9,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,29,90,25,41,13,5,16,0,190,27.142857142857142,4,0.0,42,25,39,13,48,5,2,16,0,119,71,1
37,1697,LdIFMEp4Gma3xMuOQ2mpp1BJ3jFvB9c2,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,28,43,10,40,9,3,3,0,108,15.428571428571429,3,0.0,22,10,32,9,21,3,8,3,0,73,35,0
38,1756,wc32nzp9MMjroUa1gifXyCPIfYwLXy9J,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,36,50,21,39,15,10,27,2,164,23.428571428571427,4,0.0,22,21,34,15,28,10,5,27,2,92,72,1
39,1804,qRMvc4T53dkwmyfrgm76E5HygPUZo2vr,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,26,74,28,14,11,100,28,5,260,37.142857142857146,5,0.0,25,28,12,11,49,100,2,28,5,76,184,0
40,1807,tvXgoUvFgvHT9SyDah6Ue0bK2mvIbZdy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,24,78,49,22,27,61,14,0,251,35.857142857142854,2,0.0,23,49,17,27,55,61,5,14,0,116,135,0
41,1811,466PN9Ek5iJamUCk5pZUwazAoeVcTj9e,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,11,6,0,4,0,4,0,25,3.5714285714285716,2,0.0,2,6,0,4,9,0,0,4,0,12,13,1
42,1815,EZXku3HiM8iDGMBMsO2RMLHj3AEpHhBq,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,7,0,0,0,0,1,0,8,1.1428571428571428,1,0.0,0,0,0,0,7,0,0,1,0,0,8,0
43,1818,pIBqJuNsqTHvkyItKwWF6wLVRjCC6EZu,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,24,12,0,7,5,21,0,69,9.857142857142858,1,0.0,5,12,0,7,19,5,0,21,0,24,45,1
44,1822,v1Dw0XqubI6wLrO1l5puralkQ2Aofi2j,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,26,71,27,24,23,98,22,5,270,38.57142857142857,5,0.0,31,27,17,23,40,98,7,22,5,98,172,0
45,1826,5BwluL2iwK0HgKhM8FgXFAWZQHsXkB8V,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,15,5,3,9,0,2,0,34,4.857142857142857,1,0.0,9,5,3,9,6,0,0,2,0,26,8,0
46,1830,dtAiYXul2PNEQLlJvo6qGgg8Rx9ORbY3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,2,1,0,1,1,7,1,13,1.8571428571428572,1,0.0,0,1,0,1,2,1,0,7,1,2,11,1
47,1845,oaoj9be4jW2Hot8wYgYrzLRvB0RU4KYy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,7,2,0,1,0,3,0,13,1.8571428571428572,3,0.0,0,2,0,1,7,0,0,3,0,3,10,0
48,1852,srnnzUkIJr2Uisav8LfnV4SnpbNw9CLp,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,10,5,0,3,1,4,0,23,3.2857142857142856,1,0.0,3,5,0,3,7,1,0,4,0,11,12,1
49,1856,ScOtpH9Zf7UmvFfXBxi9XtXFmhGO9CpS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,27,59,27,17,21,85,34,3,246,35.142857142857146,7,0.0,17,27,16,21,42,85,1,34,3,81,165,0
50,1859,renLevNnf6MkkqeGAoBcuGxp4Cuebb9X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,13,37,21,0,6,49,50,10,173,24.714285714285715,3,0.0,0,21,0,6,37,49,0,50,10,27,146,0
51,1861,wHW6M4zJx3WQvnkWxa8NK7bA13uSffjE,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,19,61,29,28,16,5,10,0,149,21.285714285714285,3,0.0,19,29,20,16,42,5,8,10,0,84,65,0
52,1862,w85QVmINOIyrXRzegh8uuBeGTw3K4uG8,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,27,61,27,8,18,33,13,2,162,23.142857142857142,4,0.0,24,27,8,18,37,33,0,13,2,77,85,0
53,1863,2HxHgYZUxjcTVAkRZXALZPpAKp12AIkW,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,17,37,12,11,12,35,25,4,136,19.428571428571427,3,0.0,11,12,8,12,26,35,3,25,4,43,93,1
54,1875,NmOI6yuIgn0ShW8ps51AeOISH4CX20PY,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,3,0,3,0.42857142857142855,1,0.0,0,0,0,0,0,0,0,3,0,0,3,1
55,1888,lbgTV2YMskSv2TX4EXpaazpMVWfsftEV,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,14,9,0,4,0,8,0,35,5.0,1,0.0,0,9,0,4,14,0,0,8,0,13,22,0
56,1891,s6iksgptFmyh2vfiarKdJkiKnp6RLi3f,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,18,45,16,0,7,115,16,1,200,28.571428571428573,5,0.0,3,16,0,7,42,115,0,16,1,26,174,0
57,1894,Vc4rFh1HQZiO6qLgOrealEeiZYYPbmOY,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,13,22,10,12,5,16,6,0,71,10.142857142857142,3,0.0,2,10,10,5,20,16,2,6,0,27,44,0
58,1899,CXDFvBGg10x2RDdl5BC09Fv76dN9FJm7,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,25,41,12,28,9,5,3,0,98,14.0,2,0.0,13,12,26,9,28,5,2,3,0,60,38,0
59,1903,TkQQvYTOoXkFjbJKIO2v3OeQa3imG4fA,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,26,42,13,11,19,20,11,1,117,16.714285714285715,2,0.0,27,13,10,19,15,20,1,11,1,69,48,0
60,1910,CtgLRd04Cnda49EWlN19NulXjkuBNDXd,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,24,26,10,16,9,22,2,0,85,12.142857142857142,2,0.0,8,10,14,9,18,22,2,2,0,41,44,0
61,1923,UgNr6maIjrTPAjpLAvEGxJ6P02hrpr0j,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,25,73,27,27,16,11,21,1,176,25.142857142857142,6,0.0,18,27,25,16,55,11,2,21,1,86,90,0
62,1926,5ZyvCd3AP7a8azCiLN5JfLAP53iZpAyD,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
63,1929,v9mjKPlqj9n2M1xFKzFtpQVo3yi6HxGV,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,3,2,0,1,0,2,0,8,1.1428571428571428,1,0.0,0,2,0,1,3,0,0,2,0,3,5,1
64,1931,gUUf0vmNg6gEFqYol91VXQX0Cn6Mly3v,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,24,78,46,17,26,0,6,0,173,24.714285714285715,6,0.0,19,46,14,26,59,0,3,6,0,105,68,0
65,1933,mNLR1O6gqXF6Zqi4uIf130gITni9gN1A,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,19,25,17,0,11,0,9,0,62,8.857142857142858,5,0.0,2,17,0,11,23,0,0,9,0,30,32,0
66,1943,S1MqxZA8wNnn30FSBfJ8uK4pTicj2Ko9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,26,43,29,18,21,6,18,3,138,19.714285714285715,4,0.0,6,29,15,21,37,6,3,18,3,71,67,0
67,1945,KM3IAf1A23ZYRH7BjTN3a6rzUKD52rd8,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,10,6,0,3,0,13,0,32,4.571428571428571,2,0.0,0,6,0,3,10,0,0,13,0,9,23,1
68,1951,dq3iqibSI5OSwCbWRZv7tfgbiuLwOgjh,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,19,26,16,0,11,6,7,3,69,9.857142857142858,2,0.0,2,16,0,11,24,6,0,7,3,29,40,0
69,3982,Dw289XdbVPARtBCp3XyIbEXKo6sChudi,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,15,5,5,5,8,7,1,46,6.571428571428571,1,0.0,5,5,4,5,10,8,1,7,1,19,27,1
70,3986,lri3Bm6mGdJ1wEpJO4c8fcTdLtxpvXa6,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,14,5,0,5,9,13,0,46,6.571428571428571,2,0.0,2,5,0,5,12,9,0,13,0,12,34,0
71,3987,RvRsXzYULX8CJPXHa5mzL8AcNhscf6wx,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,7,3,0,2,8,5,0,25,3.5714285714285716,2,0.0,0,3,0,2,7,8,0,5,0,5,20,1
72,3988,n6g50uYKXPDZP0tI3HvDI3sQlgkEYQ9t,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,5,0,5,0.7142857142857143,1,0.0,0,0,0,0,0,0,0,5,0,0,5,1
73,3989,WQvAdilRxsksKqQWzKEILUwddYnT927z,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,9,4,0,3,4,8,0,28,4.0,2,0.0,0,4,0,3,9,4,0,8,0,7,21,1
74,3990,IjNUKB7dvHimeVQdJPcMV9GHh8X3ACi4,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,3,2,0,2,0,7,1,15,2.142857142857143,1,0.0,0,2,0,2,3,0,0,7,1,4,11,1
75,3991,affppoxqvCZhtMd3A1khAMJ6PTtvZhf9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,22,57,17,13,26,85,5,0,203,29.0,4,0.0,33,17,11,26,24,85,2,5,0,87,116,1
76,3992,uzWBIpHNnLP0Ck2jFJb3dlQmKW50Edgg,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,7,4,0,3,0,12,0,26,3.7142857142857144,1,0.0,0,4,0,3,7,0,0,12,0,7,19,1
77,3993,LBiRwhykvYlkPokFukwKE3pfXRl4e4Nw,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,43,26,0,12,1,15,1,98,14.0,5,0.0,3,26,0,12,40,1,0,15,1,41,57,1
78,3994,CAJTHZgER1cUEaMoS6UrUkuHNZZbsU9M,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,26,40,17,22,15,15,9,2,120,17.142857142857142,3,0.0,17,17,16,15,23,15,6,9,2,65,55,1
79,3995,TYu8VgV6TkJO1pWVABdfXnpa6VWQUK0O,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,11,15,6,3,9,1,7,1,42,6.0,3,0.0,8,6,3,9,7,1,0,7,1,26,16,1
80,3999,4IkxYjTflPhoHxhEdrFyf3T4ZXNMTaKd,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,28,13,2,8,17,6,0,74,10.571428571428571,4,0.0,7,13,2,8,21,17,0,6,0,30,44,0
81,4000,A8rz0vMThAU17OyS7TiHPCSZ088mScoQ,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,6,2,0,3,0,3,0,14,2.0,1,0.0,3,2,0,3,3,0,0,3,0,8,6,1
82,4001,NKzNFHK6LaJqjMec69ZX5HfBigF4yyJV,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,21,45,4,14,2,39,13,1,118,16.857142857142858,3,0.0,9,4,12,2,36,39,2,13,1,27,91,1
83,4002,MoOt0pLc6LPrRtSRaIbD7yJ5rRpkSxQh,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,9,3,0,5,10,7,2,36,5.142857142857143,1,0.0,5,3,0,5,4,10,0,7,2,13,23,1
84,4003,DgaifwdXOeOWB23pZZjNIgSww1uVv3vI,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,5,2,0,1,0,9,0,17,2.4285714285714284,1,0.0,0,2,0,1,5,0,0,9,0,3,14,1
85,4005,HAPPxnLUjIhcauBZnnWBFk3JE6gETTxa,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,5,3,0,2,0,4,0,14,2.0,2,0.0,0,3,0,2,5,0,0,4,0,5,9,0
86,4006,McVFksjsd7gqjfpNdRYswxB6Ly7zMDUI,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,17,6,18,5,4,12,0,62,8.857142857142858,1,0.0,7,6,11,5,10,4,7,12,0,29,33,1
87,4010,tCXUYAVw455MAJWBfBlKD9PaArTnum6K,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,2,1,0,1,0,3,0,7,1.0,1,0.0,0,1,0,1,2,0,0,3,0,2,5,1
88,4013,mDG9Rxl75Wy9jJLHldZXeLQnqCWbJnNh,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,10,6,0,4,0,7,0,27,3.857142857142857,1,0.0,0,6,0,4,10,0,0,7,0,10,17,1
89,4014,cDTJe7mzABgZuuhVrbXbLDlWeF860dTW,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,4,2,0,1,2,2,0,11,1.5714285714285714,1,0.0,0,2,0,1,4,2,0,2,0,3,8,1
90,4015,Sqb9rCT9CzMY8ZiGPrmmTQHW8dIqJZBT,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
91,4016,0OQWZBG0W4kepi8nreWMZMMypwSc3KLe,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,52,33,0,12,31,18,2,148,21.142857142857142,6,0.0,9,33,0,12,43,31,0,18,2,54,94,0
92,4017,R0BF3k8rl0hN1Xjq59ZjmegVjqcKX9oA,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,25,8,9,3,6,4,0,55,7.857142857142857,4,0.0,6,8,7,3,19,6,2,4,0,24,31,1
93,4018,PueCTOZid1NIenGrGQNvEExDupERGR94,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,13,1,0,0,21,4,0,39,5.571428571428571,2,0.0,1,1,0,0,12,21,0,4,0,2,37,1
94,4019,dFrBZuKOTxv7Ek84BAuACScgZVHLiPRz,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,11,13,7,0,6,4,7,1,38,5.428571428571429,3,0.0,3,7,0,6,10,4,0,7,1,16,22,0
95,4021,2txyeJeVHewFPGKztIs7LVNsRtu62SIj,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,16,12,0,10,0,7,0,45,6.428571428571429,3,0.0,1,12,0,10,15,0,0,7,0,23,22,0
96,4022,CNy8nHnus6ReY45d9zqNv8rRJDfMythS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,11,5,0,5,0,5,0,26,3.7142857142857144,2,0.0,2,5,0,5,9,0,0,5,0,12,14,1
97,4024,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,35,141,65,20,38,212,24,4,504,72.0,6,0.0,39,65,15,38,102,212,5,24,4,157,347,0
98,4025,0XUEmNa1QlvbJ6h0wBm0Vh8YELQW58i8,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,3,0,3,0.42857142857142855,1,0.0,0,0,0,0,0,0,0,3,0,0,3,1
99,4026,OMzzJICpXQ12vN2QhxiLmWbQhc59H2Je,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,19,30,13,0,10,118,13,0,184,26.285714285714285,3,0.0,8,13,0,10,22,118,0,13,0,31,153,1
100,4028,BJaK31XM4DCMgldXltRIhwlSVt79ImvN,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
101,4029,Wkp6iolUyaZoJ05flcS8uKmcM1K0sTAZ,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,7,4,0,2,1,3,0,17,2.4285714285714284,1,0.0,0,4,0,2,7,1,0,3,0,6,11,1
102,4030,qdFvSvAu7YEiiOuRfROhUegKEcAw8WjI,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,7,3,0,3,0,5,0,18,2.5714285714285716,2,0.0,0,3,0,3,7,0,0,5,0,6,12,1
103,4031,l5LfU8gApOG72AnBkdAbfOLQLwFH7Zo2,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,17,34,5,9,3,7,9,0,67,9.571428571428571,6,0.0,5,5,7,3,29,7,2,9,0,20,47,0
104,4035,YJ5mxpUsuGnox6GEy3E35b75l1Yuk6TC,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
105,4036,Y75HPUfsmJFX2l4CIc47CvtaKqz7eTTH,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,2,1,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,1,2,0,0,2,0,2,4,1
106,4039,nPGsjt6sk2qCL2FY7YNDGlVui96j8qhd,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,24,22,10,14,11,0,7,0,64,9.142857142857142,2,0.0,10,10,13,11,12,0,1,7,0,44,20,0
107,4040,tmmvczbZLiPw6t5Ru9DTWRYnvMI3hKxN,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,28,11,0,7,5,9,1,61,8.714285714285714,2,0.0,0,11,0,7,28,5,0,9,1,18,43,1
108,4042,03I1lWZt67ECKkJOIVeqAmBCKjZopH4v,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,13,22,12,7,8,11,11,0,71,10.142857142857142,6,0.0,4,12,5,8,18,11,2,11,0,29,42,1
109,4044,dQeQGMqD2AfjLt9WMqT1wjR4i8srmTVY,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,6,4,0,3,0,2,0,15,2.142857142857143,2,0.0,0,4,0,3,6,0,0,2,0,7,8,1
