,enrollment_id,username,course_id,no_of_objects4,bno_access4,bno_pageclose4,bno_problem4,bno_video4,bno_discussion4,bno_navigate4,bno_wiki4,bno_total4,bno_avg4,no_of_active_days4,time_consumption4,browser_access4,browser_pageclose4,browser_problem4,browser_video4,server_access4,server_discussion4,server_problem4,server_navigate4,server_wiki4,bno_browser4,bno_server4,label
30,980,xMPFWnundpXFSWVcNEdsnGtZrrNJ2nna,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,31,50,17,42,15,0,7,0,131,18.714285714285715,5,0.0,26,17,34,15,24,0,8,7,0,92,39,0
31,1072,9XUvtVr9N38jFL9d3KSBLe5NN0NI5Xv8,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,1,0,0,0,0,0,2,0,2,0.2857142857142857,2,0.0,0,0,0,0,0,0,0,2,0,0,2,1
32,1134,Q3zkClKdiEJIkoKspwBuSNOwYXuxalAX,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,7,5,2,2,2,0,1,0,12,1.7142857142857142,1,0.0,2,2,2,2,3,0,0,1,0,8,4,1
33,1147,gCxbOVEJ7FeSqOiwKbB6HzPEL3I9x6ca,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,70,107,35,81,32,49,15,0,319,45.57142857142857,3,0.0,64,35,65,32,43,49,16,15,0,196,123,0
34,1153,y4C09JELGArMkj7EYnAM5VIhmCekYYoO,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,4,4,1,0,0,0,2,0,7,1.0,1,0.0,0,1,0,0,4,0,0,2,0,1,6,1
35,1158,sO2CX3PTeWKMUH1S4FDuW0NDXEv7jZi0,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,2,0,0,0,0,0,5,0,5,0.7142857142857143,3,0.0,0,0,0,0,0,0,0,5,0,0,5,0
36,1168,k27vxLq1BTsJ0FUzoqJDoc4NU2cleRtl,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,15,21,14,1,8,3,6,0,53,7.571428571428571,3,0.0,2,14,1,8,19,3,0,6,0,25,28,1
37,1223,o7MfiO1X5Ui1AYG08PXFhTcXSShcuNhK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,39,71,24,97,9,4,16,0,221,31.571428571428573,6,0.0,38,24,83,9,33,4,14,16,0,154,67,0
38,1227,RuOAeaUVW53IP9AqfP0jxaXbNkmd7lKN,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,37,43,4,20,18,0,20,0,105,15.0,4,0.0,21,4,14,18,22,0,6,20,0,57,48,0
39,1252,mZIaM3Lmux7GERtSm258BKPOSUYFlwyy,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,42,129,39,48,20,21,14,0,271,38.714285714285715,7,0.0,36,39,40,20,93,21,8,14,0,135,136,0
40,1260,beV03mdN2n7VoZwDqBMCKGETqOChXWUx,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,47,119,30,34,31,8,11,3,236,33.714285714285715,3,0.0,40,30,30,31,79,8,4,11,3,131,105,0
41,1289,zlsPhArkUaQ0CCdgZTO1797WJjiciHBk,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,78,149,55,102,64,27,17,0,414,59.142857142857146,3,0.0,52,55,83,64,97,27,19,17,0,254,160,0
42,1315,kNG9cn23NW62SZcqQSqyW9wMtO0GajdN,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,18,26,6,8,12,1,3,0,56,8.0,2,0.0,17,6,6,12,9,1,2,3,0,41,15,0
43,1328,wNK7ZCxNrr5YNZ14b6FlyAI0tpnOxaZ1,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,20,21,2,8,11,0,3,0,45,6.428571428571429,2,0.0,12,2,7,11,9,0,1,3,0,32,13,1
44,1381,8W0dKFntzVy5gs8nAvO6lyUGOY4SLHwO,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,4,4,0,0,0,0,2,0,6,0.8571428571428571,1,0.0,0,0,0,0,4,0,0,2,0,0,6,1
45,1406,4zpruwryS301BhCHcVmaMPfD3MqLCk4h,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,155,473,19,420,74,363,43,1,1393,199.0,16,0.0,224,19,324,74,249,363,96,43,1,641,752,0
46,1429,YbP52dGau1RB8H6599HdGbUKOVHWxxw1,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,65,151,45,96,44,4,4,0,344,49.142857142857146,3,0.0,95,45,63,44,56,4,33,4,0,247,97,0
47,1472,Qc7qhDYnMQ0se5itn8lyxOFjZ1zzyfhE,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,27,35,9,72,6,4,7,0,133,19.0,3,0.0,9,9,67,6,26,4,5,7,0,91,42,0
48,1491,lCyf3TRKW0i3K1mBgKz23OONMdCWqNsI,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,25,127,5,10,41,57,21,0,261,37.285714285714285,5,0.0,64,5,8,41,63,57,2,21,0,118,143,0
49,1502,1rAHmNrxrqnzHEQFMlydmQ968LsZW0oG,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,26,36,16,14,7,4,3,0,80,11.428571428571429,2,0.0,18,16,13,7,18,4,1,3,0,54,26,0
50,1521,IweRnM2AMTe7iVCwVnhk6LnMzajZZKLL,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,102,251,16,225,75,0,1,0,568,81.14285714285714,18,0.0,173,16,170,75,78,0,55,1,0,434,134,0
51,1587,KKySZH8Vhrdd4z2bRf8FAPkHeGpE3JpX,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,11,22,6,0,0,0,14,0,42,6.0,8,0.0,0,6,0,0,22,0,0,14,0,6,36,1
52,1594,argwyep7vMTLtgODtMQ0gxLXJNoq9csR,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,9,9,4,4,2,0,1,0,20,2.857142857142857,1,0.0,3,4,2,2,6,0,2,1,0,11,9,1
53,1617,Qq1YK4GwOtJbMK0bS6Tl6T4YUK2Aco59,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,7,5,1,0,2,2,7,0,17,2.4285714285714284,2,0.0,2,1,0,2,3,2,0,7,0,5,12,1
54,1621,hM78zuTWvc2c2WdiFwwJZnLKCiMEzZwE,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,98,101,29,122,25,11,13,0,301,43.0,2,0.0,66,29,116,25,35,11,6,13,0,236,65,1
55,1630,BN8wlDCfm46NLUt2P4jjdpJvase6IJc9,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,1,0,0,0,0,0,1,0.14285714285714285,1,0.0,0,1,0,0,0,0,0,0,0,1,0,1
56,1637,kgAOuue8T6gEPrjctmtIdYSqA3HuAr1W,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,111,194,49,166,43,5,24,2,483,69.0,7,0.0,76,49,142,43,118,5,24,24,2,310,173,0
57,1651,iR2FNNwwVPECfrAWwxLxHcw8art5BqJj,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,5,4,1,0,0,2,3,0,10,1.4285714285714286,1,0.0,0,1,0,0,4,2,0,3,0,1,9,0
58,1687,oYErMzphr0xt2i2tKTG42QELMDaumLkL,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,16,70,18,8,8,41,8,0,153,21.857142857142858,6,0.0,29,18,4,8,41,41,4,8,0,59,94,1
59,1688,Aw7PeIkLW9CDHbPpPSjrFUdtBaUuHUXm,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,104,186,49,181,64,25,81,3,589,84.14285714285714,14,0.0,130,49,157,64,56,25,24,81,3,400,189,0
60,1697,LdIFMEp4Gma3xMuOQ2mpp1BJ3jFvB9c2,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,23,41,18,34,8,0,6,0,107,15.285714285714286,4,0.0,11,18,28,8,30,0,6,6,0,65,42,0
61,1708,PVIjAE0m0OeJAYOHc5gIjzktRijtXdS4,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,11,19,6,0,6,0,2,0,33,4.714285714285714,1,0.0,8,6,0,6,11,0,0,2,0,20,13,1
62,1749,AeXY5V6bNirN94d0GfQQQX1fFim1uqSr,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,8,22,4,0,0,0,28,0,54,7.714285714285714,14,0.0,0,4,0,0,22,0,0,28,0,4,50,0
63,1755,qLrXKwo0jPQz47eKqKRnMiywjqEMxYd1,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,33,63,19,54,14,9,9,0,168,24.0,5,0.0,23,19,44,14,40,9,10,9,0,100,68,0
64,1788,ZsmdkNcVTPviDi6RDTzc0nnIspFki9Ld,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,19,33,14,6,9,0,3,0,65,9.285714285714286,2,0.0,15,14,3,9,18,0,3,3,0,41,24,0
65,1801,wy2vY5aiYwg0C5zglGAXrG2vaWLSbGC9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,16,2,0,0,19,8,2,47,6.714285714285714,2,0.0,1,2,0,0,15,19,0,8,2,3,44,1
66,1803,MlHPKmdi90dDdvX24jYoFlYEp8xS4RGn,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,3,1,0,2,0,4,0,10,1.4285714285714286,2,0.0,0,1,0,2,3,0,0,4,0,3,7,1
67,1804,qRMvc4T53dkwmyfrgm76E5HygPUZo2vr,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,30,72,35,11,14,19,17,0,168,24.0,7,0.0,17,35,11,14,55,19,0,17,0,77,91,0
68,1805,bPy7U6tSxZ9PLPL59Ctwyzm55OFpghJ1,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,17,23,12,8,7,0,4,0,54,7.714285714285714,2,0.0,8,12,6,7,15,0,2,4,0,33,21,1
69,1806,NizqQaGjtKbKSjIbDqiqnHJildCbDYqn,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,2,1,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,1,2,0,0,2,0,2,4,1
70,1807,tvXgoUvFgvHT9SyDah6Ue0bK2mvIbZdy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,30,16,0,2,14,11,0,73,10.428571428571429,4,0.0,2,16,0,2,28,14,0,11,0,20,53,0
71,1811,466PN9Ek5iJamUCk5pZUwazAoeVcTj9e,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,4,2,0,1,0,1,0,8,1.1428571428571428,1,0.0,1,2,0,1,3,0,0,1,0,4,4,1
72,1812,RAptfYJD6Shz4mBcU5ZDsgyIhOYMP4Cp,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,18,7,4,8,0,16,1,54,7.714285714285714,3,0.0,6,7,3,8,12,0,1,16,1,24,30,1
73,1813,y28h4Mo8cYpNiUreeF5KoyNN24Uz0qpM,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,7,3,0,3,0,2,0,15,2.142857142857143,1,0.0,3,3,0,3,4,0,0,2,0,9,6,1
74,1815,EZXku3HiM8iDGMBMsO2RMLHj3AEpHhBq,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,7,0,0,0,9,3,0,19,2.7142857142857144,2,0.0,0,0,0,0,7,9,0,3,0,0,19,0
75,1816,uA8rfZuH0eMveW06zMXRELfenuAEs8xA,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
76,1817,bXMaalfz1ZqHKnJWw6VXCAoemSeuw45Q,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,0
77,1818,pIBqJuNsqTHvkyItKwWF6wLVRjCC6EZu,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,24,6,6,8,0,1,0,45,6.428571428571429,2,0.0,14,6,6,8,10,0,0,1,0,34,11,1
78,1819,dg1Id0ZrueajjkgW22Z2GRzCY20snksW,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,16,40,2,6,6,0,16,1,71,10.142857142857142,3,0.0,10,2,5,6,30,0,1,16,1,23,48,1
79,1821,dovSPYooNHmzLLH97Ddy4FG7Uxhw5XJl,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,4,3,2,0,0,0,1,0,6,0.8571428571428571,1,0.0,0,2,0,0,3,0,0,1,0,2,4,1
80,1822,v1Dw0XqubI6wLrO1l5puralkQ2Aofi2j,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,41,74,35,8,25,22,5,0,169,24.142857142857142,4,0.0,32,35,7,25,42,22,1,5,0,99,70,0
81,1823,SnTftKVvcKGSnHeK28R5spRYYXrrxUfB,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,3,2,0,1,0,2,0,8,1.1428571428571428,1,0.0,0,2,0,1,3,0,0,2,0,3,5,1
82,1826,5BwluL2iwK0HgKhM8FgXFAWZQHsXkB8V,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,24,45,2,8,2,8,7,0,72,10.285714285714286,3,0.0,9,2,8,2,36,8,0,7,0,21,51,0
83,1827,tfcv93vJo2GySad9H44VOkIGpLaZ6vJT,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,38,78,42,35,22,67,12,1,257,36.714285714285715,6,0.0,22,42,32,22,56,67,3,12,1,118,139,0
84,1828,ybh9vQ6AAauphhK98Yeo3xSFaVKS2FRf,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,6,1,0,1,2,7,0,17,2.4285714285714284,2,0.0,0,1,0,1,6,2,0,7,0,2,15,1
85,1829,xVFYGvJ70vgxoDUQx0bNSbGPI24xZu95,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,21,45,16,8,7,0,8,0,84,12.0,1,0.0,1,16,6,7,44,0,2,8,0,30,54,1
86,1830,dtAiYXul2PNEQLlJvo6qGgg8Rx9ORbY3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,4,2,0,1,0,2,0,9,1.2857142857142858,1,0.0,1,2,0,1,3,0,0,2,0,4,5,1
87,1831,AJJNA78hu8M0U3iP5zWH5DCYqnQ40oOu,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
88,1832,IIfD9UPHJEG512IBEQGZwkZbr6HRQ12X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,3,1,0,1,0,2,0,7,1.0,1,0.0,1,1,0,1,2,0,0,2,0,3,4,1
89,1833,HmB7Zdy2V8HQu5G1BqmV4NlAuUyOhHRH,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,2,1,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,1,2,0,0,2,0,2,4,1
90,1835,EF6CIWnoQbVOAhqoxFyrjqUraX7wKiE2,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,10,1,2,3,0,2,0,18,2.5714285714285716,1,0.0,7,1,2,3,3,0,0,2,0,13,5,1
91,1838,lWTcPPbtiIF5S9YQyk662ew20jbdMtY0,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,6,4,0,3,0,3,0,16,2.2857142857142856,1,0.0,0,4,0,3,6,0,0,3,0,7,9,1
92,1842,Hie5jI1V7aqUGyRciLGioIx6C3WNaVxM,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,6,4,0,3,0,3,0,16,2.2857142857142856,1,0.0,0,4,0,3,6,0,0,3,0,7,9,1
93,1844,FSrU0Uh74oBwrZKS577R74m2Rk2Lst8A,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,10,7,0,3,2,2,0,24,3.4285714285714284,2,0.0,0,7,0,3,10,2,0,2,0,10,14,1
94,1845,oaoj9be4jW2Hot8wYgYrzLRvB0RU4KYy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,3,8,4,0,0,0,4,0,16,2.2857142857142856,4,0.0,0,4,0,0,8,0,0,4,0,4,12,0
95,1849,EwY7qFfJi5mALnvpyzKwHyXzi33SDVyS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
96,1852,srnnzUkIJr2Uisav8LfnV4SnpbNw9CLp,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,3,2,1,0,0,0,1,0,4,0.5714285714285714,1,0.0,0,1,0,0,2,0,0,1,0,1,3,1
97,1856,ScOtpH9Zf7UmvFfXBxi9XtXFmhGO9CpS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,18,119,51,2,19,6,26,1,224,32.0,4,0.0,10,51,2,19,109,6,0,26,1,82,142,0
98,1859,renLevNnf6MkkqeGAoBcuGxp4Cuebb9X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,10,8,0,3,0,3,0,24,3.4285714285714284,1,0.0,0,8,0,3,10,0,0,3,0,11,13,0
99,1861,wHW6M4zJx3WQvnkWxa8NK7bA13uSffjE,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,34,102,42,12,33,35,25,0,249,35.57142857142857,6,0.0,43,42,12,33,59,35,0,25,0,130,119,0
100,1862,w85QVmINOIyrXRzegh8uuBeGTw3K4uG8,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,8,4,0,2,0,1,0,15,2.142857142857143,1,0.0,3,4,0,2,5,0,0,1,0,9,6,0
101,1863,2HxHgYZUxjcTVAkRZXALZPpAKp12AIkW,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,54,61,33,33,25,9,8,1,170,24.285714285714285,4,0.0,19,33,30,25,42,9,3,8,1,107,63,1
102,1864,FRQoIHmdY13z6FOe616T4ApTF4hqzTvO,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
103,1865,UA8vU3s92g3lXc62U363PEO0xor6Mpeg,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,18,27,13,2,10,0,5,0,57,8.142857142857142,5,0.0,3,13,2,10,24,0,0,5,0,28,29,0
104,1867,ZfVW8NtYbpP20iy3ae2NWyUMggR9fJnX,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,1,1,0,1,2,3,0,8,1.1428571428571428,1,0.0,0,1,0,1,1,2,0,3,0,2,6,1
105,1869,F2lMVOvthfQUdLTXVbrysvFvsOo64vSi,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
106,1870,hl0OrMfg8qb0yyqeozXaj4TvTbuGpido,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,3,1,0,1,0,2,0,7,1.0,1,0.0,1,1,0,1,2,0,0,2,0,3,4,1
107,1871,h6FvnvKLn3PYeo7ymsUxV04MtM6t8VXd,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,5,3,0,2,0,2,0,12,1.7142857142857142,1,0.0,0,3,0,2,5,0,0,2,0,5,7,0
108,1872,IEhRIW6aJG3VEfNQv5VS8sa7hXLIMUWs,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,4,2,0,2,0,3,0,11,1.5714285714285714,2,0.0,0,2,0,2,4,0,0,3,0,4,7,1
109,1873,kkiICQcdDTiO8OFUMgn7HGjTwIHaL29F,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,24,12,0,5,0,14,1,56,8.0,2,0.0,6,12,0,5,18,0,0,14,1,23,33,1
