,enrollment_id,username,course_id,no_of_objects3,bno_access3,bno_pageclose3,bno_problem3,bno_video3,bno_discussion3,bno_navigate3,bno_wiki3,bno_total3,bno_avg3,no_of_active_days3,time_consumption3,browser_access3,browser_pageclose3,browser_problem3,browser_video3,server_access3,server_discussion3,server_problem3,server_navigate3,server_wiki3,bno_browser3,bno_server3,label
19,884,c3CVim2QZeSVk1wACFUHDmf9ZjEIwtuP,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,31,67,19,90,18,0,4,0,198,28.285714285714285,2,0.0,44,19,73,18,23,0,17,4,0,154,44,0
20,936,Z4uUjFPFbGNbmcg4E2opeBQCoO0nQyZe,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,57,284,69,95,40,13,22,0,523,74.71428571428571,5,0.0,119,69,74,40,165,13,21,22,0,302,221,1
21,937,uQjl8NGtIQkRfoe9edBiMgtYYmdkzVXR,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,36,122,36,84,13,18,12,0,285,40.714285714285715,6,0.0,55,36,70,13,67,18,14,12,0,174,111,0
22,1030,uDdfaOyae5qLVYC8BQlj5xLhiV3is9wS,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,17,57,26,0,2,41,12,0,138,19.714285714285715,5,0.0,20,26,0,2,37,41,0,12,0,48,90,0
23,1090,9ct6Fth9rRpjZJrFIHs9xOnW9W5hBHw6,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,30,67,20,66,18,1,7,0,179,25.571428571428573,4,0.0,42,20,57,18,25,1,9,7,0,137,42,1
24,1134,Q3zkClKdiEJIkoKspwBuSNOwYXuxalAX,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,20,28,11,8,10,0,7,0,64,9.142857142857142,4,0.0,10,11,8,10,18,0,0,7,0,39,25,1
25,1147,gCxbOVEJ7FeSqOiwKbB6HzPEL3I9x6ca,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,5,4,3,0,0,0,1,0,8,1.1428571428571428,1,0.0,0,3,0,0,4,0,0,1,0,3,5,0
26,1206,ymJGsoe3Y9XwSfD9UhxMG8gRl87RdPUe,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,11,32,19,4,5,1,5,0,66,9.428571428571429,3,0.0,3,19,4,5,29,1,0,5,0,31,35,1
27,1223,o7MfiO1X5Ui1AYG08PXFhTcXSShcuNhK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,36,61,33,66,22,13,11,3,209,29.857142857142858,4,0.0,20,33,61,22,41,13,5,11,3,136,73,0
28,1227,RuOAeaUVW53IP9AqfP0jxaXbNkmd7lKN,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,6,5,0,14,0,0,5,0,24,3.4285714285714284,1,0.0,3,0,11,0,2,0,3,5,0,14,10,0
29,1252,mZIaM3Lmux7GERtSm258BKPOSUYFlwyy,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,37,117,38,40,21,53,15,0,284,40.57142857142857,5,0.0,30,38,31,21,87,53,9,15,0,120,164,0
30,1260,beV03mdN2n7VoZwDqBMCKGETqOChXWUx,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,28,81,23,39,10,17,11,3,184,26.285714285714285,2,0.0,34,23,36,10,47,17,3,11,3,103,81,0
31,1289,zlsPhArkUaQ0CCdgZTO1797WJjiciHBk,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,23,35,14,57,3,38,7,1,155,22.142857142857142,1,0.0,16,14,47,3,19,38,10,7,1,80,75,0
32,1315,kNG9cn23NW62SZcqQSqyW9wMtO0GajdN,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,48,94,24,147,21,6,10,1,303,43.285714285714285,3,0.0,62,24,123,21,32,6,24,10,1,230,73,0
33,1429,YbP52dGau1RB8H6599HdGbUKOVHWxxw1,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,62,166,72,105,13,0,9,0,365,52.142857142857146,4,0.0,73,72,72,13,93,0,33,9,0,230,135,0
34,1450,q88579uTDrz7tsNTbZoL3mbWXAP4ClqK,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,55,79,29,8,26,9,26,5,182,26.0,3,0.0,42,29,8,26,37,9,0,26,5,105,77,0
35,1472,Qc7qhDYnMQ0se5itn8lyxOFjZ1zzyfhE,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,42,109,19,124,26,40,27,2,347,49.57142857142857,4,0.0,55,19,110,26,54,40,14,27,2,210,137,0
36,1491,lCyf3TRKW0i3K1mBgKz23OONMdCWqNsI,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,50,176,6,131,21,17,30,3,384,54.857142857142854,4,0.0,106,6,114,21,70,17,17,30,3,247,137,0
37,1502,1rAHmNrxrqnzHEQFMlydmQ968LsZW0oG,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,9,11,7,4,7,1,0,0,30,4.285714285714286,1,0.0,3,7,4,7,8,1,0,0,0,21,9,0
38,1529,DT600yQDJaU6nnkoEQdVx5gZnWz5FfNY,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,18,27,6,84,2,8,3,0,130,18.571428571428573,1,0.0,17,6,74,2,10,8,10,3,0,99,31,0
39,1576,d9rEzZ3v1PmiMyudpVDJ4ystf1RU9dCH,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,6,3,2,0,1,0,2,0,8,1.1428571428571428,1,0.0,0,2,0,1,3,0,0,2,0,3,5,1
40,1593,rLQXRKLwDTvBugA3fH8VUxASy31pAAsE,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,20,41,16,12,5,17,5,0,96,13.714285714285714,4,0.0,15,16,10,5,26,17,2,5,0,46,50,1
41,1594,argwyep7vMTLtgODtMQ0gxLXJNoq9csR,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,10,34,6,6,7,0,4,0,57,8.142857142857142,3,0.0,12,6,6,7,22,0,0,4,0,31,26,1
42,1616,Bi4hHmeTLwTbUCScu9tC6ZZN7frLUhVP,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,58,132,43,84,24,0,9,0,292,41.714285714285715,2,0.0,68,43,82,24,64,0,2,9,0,217,75,0
43,1630,BN8wlDCfm46NLUt2P4jjdpJvase6IJc9,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,4,4,1,0,0,0,1,0,6,0.8571428571428571,1,0.0,1,1,0,0,3,0,0,1,0,2,4,1
44,1651,iR2FNNwwVPECfrAWwxLxHcw8art5BqJj,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,52,149,48,55,51,7,8,0,318,45.42857142857143,3,0.0,72,48,36,51,77,7,19,8,0,207,111,0
45,1697,LdIFMEp4Gma3xMuOQ2mpp1BJ3jFvB9c2,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,47,90,25,72,29,0,1,0,217,31.0,5,0.0,32,25,59,29,58,0,13,1,0,145,72,0
46,1708,PVIjAE0m0OeJAYOHc5gIjzktRijtXdS4,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,33,69,24,62,12,4,9,1,181,25.857142857142858,3,0.0,37,24,53,12,32,4,9,9,1,126,55,1
47,1755,qLrXKwo0jPQz47eKqKRnMiywjqEMxYd1,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,92,173,52,135,46,16,17,0,439,62.714285714285715,5,0.0,66,52,119,46,107,16,16,17,0,283,156,0
48,1756,wc32nzp9MMjroUa1gifXyCPIfYwLXy9J,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,3,3,2,0,2,0,0,0,7,1.0,2,0.0,0,2,0,2,3,0,0,0,0,4,3,1
49,1788,ZsmdkNcVTPviDi6RDTzc0nnIspFki9Ld,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,21,29,19,20,2,6,4,0,80,11.428571428571429,1,0.0,9,19,18,2,20,6,2,4,0,48,32,0
50,1804,qRMvc4T53dkwmyfrgm76E5HygPUZo2vr,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,13,23,11,5,3,17,8,0,67,9.571428571428571,5,0.0,4,11,4,3,19,17,1,8,0,22,45,0
51,1807,tvXgoUvFgvHT9SyDah6Ue0bK2mvIbZdy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,22,55,36,15,10,20,6,0,142,20.285714285714285,3,0.0,12,36,13,10,43,20,2,6,0,71,71,0
52,1815,EZXku3HiM8iDGMBMsO2RMLHj3AEpHhBq,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,22,49,0,11,12,22,8,2,104,14.857142857142858,2,0.0,27,0,10,12,22,22,1,8,2,49,55,0
53,1819,dg1Id0ZrueajjkgW22Z2GRzCY20snksW,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,3,0,3,0.42857142857142855,2,0.0,0,0,0,0,0,0,0,3,0,0,3,1
54,1822,v1Dw0XqubI6wLrO1l5puralkQ2Aofi2j,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,25,46,18,13,15,38,10,0,140,20.0,6,0.0,22,18,10,15,24,38,3,10,0,65,75,0
55,1823,SnTftKVvcKGSnHeK28R5spRYYXrrxUfB,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,5,3,0,2,0,4,0,14,2.0,1,0.0,0,3,0,2,5,0,0,4,0,5,9,1
56,1826,5BwluL2iwK0HgKhM8FgXFAWZQHsXkB8V,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,9,1,0,0,12,5,0,27,3.857142857142857,2,0.0,0,1,0,0,9,12,0,5,0,1,26,0
57,1827,tfcv93vJo2GySad9H44VOkIGpLaZ6vJT,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,43,124,56,34,28,106,28,1,377,53.857142857142854,5,0.0,44,56,29,28,80,106,5,28,1,157,220,0
58,1830,dtAiYXul2PNEQLlJvo6qGgg8Rx9ORbY3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,4,3,0,1,0,2,0,10,1.4285714285714286,1,0.0,0,3,0,1,4,0,0,2,0,4,6,1
59,1832,IIfD9UPHJEG512IBEQGZwkZbr6HRQ12X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12,5,3,7,3,0,5,0,23,3.2857142857142856,1,0.0,1,3,4,3,4,0,3,5,0,11,12,1
60,1835,EF6CIWnoQbVOAhqoxFyrjqUraX7wKiE2,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,3,1,0,1,0,5,0,10,1.4285714285714286,1,0.0,0,1,0,1,3,0,0,5,0,2,8,1
61,1845,oaoj9be4jW2Hot8wYgYrzLRvB0RU4KYy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,3,4,2,0,0,0,3,0,9,1.2857142857142858,2,0.0,0,2,0,0,4,0,0,3,0,2,7,0
62,1856,ScOtpH9Zf7UmvFfXBxi9XtXFmhGO9CpS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,48,12,13,22,9,4,0,108,15.428571428571429,4,0.0,33,12,13,22,15,9,0,4,0,80,28,0
63,1859,renLevNnf6MkkqeGAoBcuGxp4Cuebb9X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,4,2,0,1,0,1,0,8,1.1428571428571428,1,0.0,0,2,0,1,4,0,0,1,0,3,5,0
64,1861,wHW6M4zJx3WQvnkWxa8NK7bA13uSffjE,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,27,76,39,14,17,84,32,7,269,38.42857142857143,7,0.0,21,39,12,17,55,84,2,32,7,89,180,0
65,1891,s6iksgptFmyh2vfiarKdJkiKnp6RLi3f,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6,6,3,0,0,5,1,0,15,2.142857142857143,1,0.0,0,3,0,0,6,5,0,1,0,3,12,0
66,1894,Vc4rFh1HQZiO6qLgOrealEeiZYYPbmOY,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,26,11,24,6,6,3,0,76,10.857142857142858,2,0.0,5,11,19,6,21,6,5,3,0,41,35,0
67,1899,CXDFvBGg10x2RDdl5BC09Fv76dN9FJm7,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,21,35,8,20,7,4,5,0,79,11.285714285714286,1,0.0,15,8,20,7,20,4,0,5,0,50,29,0
68,1903,TkQQvYTOoXkFjbJKIO2v3OeQa3imG4fA,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,22,36,9,5,12,3,6,0,71,10.142857142857142,3,0.0,20,9,5,12,16,3,0,6,0,46,25,0
69,1910,CtgLRd04Cnda49EWlN19NulXjkuBNDXd,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,12,1,0,0,3,1,0,17,2.4285714285714284,1,0.0,0,1,0,0,12,3,0,1,0,1,16,0
70,1913,OXDIjQPBiuWpB7PdzfniEtiITaq40Kxq,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
71,1922,ddq0oVEKEWGKWnbGS4cfbzVZj0yFimxw,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,19,28,19,9,7,0,5,0,68,9.714285714285714,4,0.0,5,19,9,7,23,0,0,5,0,40,28,0
72,1923,UgNr6maIjrTPAjpLAvEGxJ6P02hrpr0j,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,11,6,2,2,0,4,0,25,3.5714285714285716,3,0.0,1,6,2,2,10,0,0,4,0,11,14,0
73,1931,gUUf0vmNg6gEFqYol91VXQX0Cn6Mly3v,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,22,25,18,5,13,0,3,4,68,9.714285714285714,1,0.0,7,18,5,13,18,0,0,3,4,43,25,0
74,1932,0QuoKrP2mZHT58SMwYhNVh8QIa2Bx3jw,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,17,17,11,0,9,3,8,3,51,7.285714285714286,1,0.0,2,11,0,9,15,3,0,8,3,22,29,0
75,1933,mNLR1O6gqXF6Zqi4uIf130gITni9gN1A,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,23,34,19,6,11,11,6,1,88,12.571428571428571,4,0.0,5,19,6,11,29,11,0,6,1,41,47,0
76,1939,GpNHaNdhxCDdSQ7DpRSuzDihSlnkIh3f,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,9,2,1,0,1,0,5,1,10,1.4285714285714286,1,0.0,0,1,0,1,2,0,0,5,1,2,8,1
77,1940,a7VEIs7rhyootOFOxpi9zJBtM0N2POJ5,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,4,2,0,1,0,1,0,8,1.1428571428571428,1,0.0,1,2,0,1,3,0,0,1,0,4,4,1
78,1943,S1MqxZA8wNnn30FSBfJ8uK4pTicj2Ko9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,33,17,7,7,1,8,2,75,10.714285714285714,2,0.0,8,17,7,7,25,1,0,8,2,39,36,0
79,3986,lri3Bm6mGdJ1wEpJO4c8fcTdLtxpvXa6,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,6,4,0,0,4,4,0,18,2.5714285714285716,1,0.0,0,4,0,0,6,4,0,4,0,4,14,0
80,3991,affppoxqvCZhtMd3A1khAMJ6PTtvZhf9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,25,16,4,4,6,15,10,80,11.428571428571429,2,0.0,3,16,3,4,22,6,1,15,10,26,54,1
81,3999,4IkxYjTflPhoHxhEdrFyf3T4ZXNMTaKd,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,21,55,19,12,5,0,11,0,102,14.571428571428571,3,0.0,10,19,10,5,45,0,2,11,0,44,58,0
82,4000,A8rz0vMThAU17OyS7TiHPCSZ088mScoQ,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,12,8,0,3,0,3,0,26,3.7142857142857144,1,0.0,0,8,0,3,12,0,0,3,0,11,15,1
83,4016,0OQWZBG0W4kepi8nreWMZMMypwSc3KLe,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,7,3,0,0,7,4,0,21,3.0,1,0.0,2,3,0,0,5,7,0,4,0,5,16,0
84,4018,PueCTOZid1NIenGrGQNvEExDupERGR94,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,3,2,1,0,0,0,1,0,4,0.5714285714285714,1,0.0,0,1,0,0,2,0,0,1,0,1,3,1
85,4021,2txyeJeVHewFPGKztIs7LVNsRtu62SIj,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7,5,3,6,1,0,1,0,16,2.2857142857142856,1,0.0,1,3,5,1,4,0,1,1,0,10,6,0
86,4024,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,16,8,0,1,0,6,0,31,4.428571428571429,3,0.0,0,8,0,1,16,0,0,6,0,9,22,0
87,4054,hOv5RKQK1RGRxpJJGcW0k2cA3RwQ8Rk5,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
88,4062,GfQva8AQrZlwGbvyDGDInKzkvq0dln6l,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,10,12,5,0,6,0,1,0,24,3.4285714285714284,1,0.0,4,5,0,6,8,0,0,1,0,15,9,1
89,4070,bUizg9a7xaQ9xo39EDPwubco3asipi0e,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,16,14,0,9,3,2,0,44,6.285714285714286,2,0.0,0,14,0,9,16,3,0,2,0,23,21,1
90,4071,HH3HV5HDJ35z2ldQAEIDXBOSBTxLd6O9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5,5,3,0,1,0,2,0,11,1.5714285714285714,2,0.0,0,3,0,1,5,0,0,2,0,4,7,1
91,4072,kHp5QZURLzbWn4koqFYZnQmO0kliz5hb,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,4,3,2,0,0,0,1,0,6,0.8571428571428571,1,0.0,0,2,0,0,3,0,0,1,0,2,4,0
92,4084,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,3,2,0,0,0,0,1,0,3,0.42857142857142855,1,0.0,0,0,0,0,2,0,0,1,0,0,3,1
93,4095,ijFjDmHOLiyu54Ko0v4roRDWdDCIX5i1,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,52,67,38,34,21,25,10,0,195,27.857142857142858,6,0.0,13,38,30,21,54,25,4,10,0,102,93,0
94,4126,u4TNxfYOFL4kSz0gq3emLn9aOKma8Z0X,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2,1,1,0,0,0,0,0,2,0.2857142857142857,1,0.0,0,1,0,0,1,0,0,0,0,1,1,1
95,4127,iMXZvpdXIEwupZ3KLZs1wDk19TeUIZDi,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,23,38,15,19,15,13,6,0,106,15.142857142857142,4,0.0,16,15,17,15,22,13,2,6,0,63,43,1
96,4133,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,21,34,18,7,9,9,6,0,83,11.857142857142858,1,0.0,9,18,7,9,25,9,0,6,0,43,40,0
97,4136,WfTazznjeVMuts1c6fhfvqWuaprKs7C3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,5,3,0,2,46,10,0,66,9.428571428571429,2,0.0,0,3,0,2,5,46,0,10,0,5,61,1
98,4137,Z9qi5pq1C1bndfjP0mrTCfL8YAf6Qiv7,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,14,17,9,7,10,0,2,0,45,6.428571428571429,1,0.0,8,9,6,10,9,0,1,2,0,33,12,0
99,4143,9sFMHkQmozo76x80tFTC9ms1LtFpAvDD,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,20,26,7,15,12,0,2,0,62,8.857142857142858,1,0.0,19,7,14,12,7,0,1,2,0,52,10,0
100,4157,ZfaQRDpYRWxr1tKliyWhtiIkOEpZJsx1,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8,11,8,0,0,7,2,0,28,4.0,1,0.0,0,8,0,0,11,7,0,2,0,8,20,1
101,4164,6PFF6a3rTtp143lPxgdGFZZ0CCZBKH49,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,26,36,12,12,13,0,4,3,80,11.428571428571429,1,0.0,17,12,10,13,19,0,2,4,3,52,28,1
102,4171,uHgH8m4GJET0eE5mE8JCyLZD7HEKwM4t,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,2,0,0,0,0,0,2,0,2,0.2857142857142857,2,0.0,0,0,0,0,0,0,0,2,0,0,2,0
103,4182,HgeZmyLysCZF827lPwLNCfqcskKVvNDd,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,12,18,2,9,0,14,12,0,55,7.857142857142857,3,0.0,2,2,9,0,16,14,0,12,0,13,42,0
104,4218,EReWp6ilgaQY61GGX2jAkIc5IQisheJq,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,27,27,12,34,6,0,6,0,85,12.142857142857142,4,0.0,8,12,28,6,19,0,6,6,0,54,31,1
105,4219,Jm4nQ05ndX10jbofbWx6S0r9VXrqia6S,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,3,2,1,0,0,0,1,0,4,0.5714285714285714,1,0.0,0,1,0,0,2,0,0,1,0,1,3,0
106,4237,SVFfJJhaWd2RlHPtvg5SWBRGj8N0paMQ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,11,4,0,0,0,13,0,28,4.0,5,0.0,0,4,0,0,11,0,0,13,0,4,24,0
107,4238,hevZgCUVQAVwtaivzco7bLaVpTOAAfiG,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,10,7,0,1,0,0,0,18,2.5714285714285716,3,0.0,2,7,0,1,8,0,0,0,0,10,8,0
108,4247,0NGZq9HZW5KOrSfzSGGipuN20pCRDMWu,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,19,90,35,0,5,25,21,1,177,25.285714285714285,1,0.0,12,35,0,5,78,25,0,21,1,52,125,0
109,4250,DHUv7XpIZcPp2QYGNmTXjhgg7Zq4BpJ7,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,8,4,0,3,0,1,0,16,2.2857142857142856,1,0.0,3,4,0,3,5,0,0,1,0,10,6,1
